0,32,0
1,512,0
2,32,0
3,512,0
4,32,0
5,512,0
6,32,0
7,512,0
8,32,0
9,512,0
10,32,0
11,512,0
12,32,0
13,512,0
14,32,0
15,512,0
16,32,0
17,512,0
18,32,0
19,512,0
20,32,0
21,512,0
22,32,0
23,512,0
24,32,0
25,512,0
26,32,0
27,512,0
28,32,0
29,512,0
30,32,0
31,512,0
32,32,0
33,512,0
34,32,0
35,512,0
36,32,0
37,512,0
38,32,0
39,512,0
40,32,0
41,512,0
42,32,0
43,512,0
44,32,0
45,512,0
46,32,0
47,512,0
48,32,0
49,512,0
50,32,0
51,512,0
52,32,0
53,512,0
54,32,0
55,512,0
56,32,0
57,512,0
58,32,0
59,512,0
60,32,0
61,512,0
62,32,0
63,512,0
64,32,0
65,512,0
66,32,0
67,512,0
68,32,0
69,512,0
70,32,0
71,512,0
72,32,0
73,512,0
74,32,0
75,512,0
76,32,0
77,512,0
78,32,0
79,512,0
80,32,0
81,512,0
82,32,0
83,512,0
84,32,0
85,512,0
86,32,0
87,512,0
88,32,0
89,512,0
90,32,0
91,512,0
92,32,0
93,512,0
94,32,0
95,512,0
96,32,0
97,512,0
98,32,0
99,512,0
100,32,0
101,512,0
102,32,0
103,512,0
104,32,0
105,512,0
106,32,0
107,512,0
108,32,0
109,512,0
110,32,0
111,512,0
112,32,0
113,512,0
114,32,0
115,512,0
116,32,0
117,512,0
118,32,0
119,512,0
120,32,0
121,512,0
122,32,0
123,512,0
124,32,0
125,512,0
126,32,0
127,512,0
128,32,0
129,512,0
130,32,0
131,512,0
132,32,0
133,512,0
134,32,0
135,512,0
136,32,0
137,512,0
138,32,0
139,512,0
140,32,0
141,512,0
142,32,0
143,512,0
144,32,0
145,512,0
146,32,0
147,512,0
148,32,0
149,512,0
150,32,0
151,512,0
152,32,0
153,512,0
154,32,0
155,512,0
156,32,0
157,512,0
158,32,0
159,512,0
160,32,0
161,512,0
162,32,0
163,512,0
164,32,0
165,512,0
166,32,0
167,512,0
168,32,0
169,512,0
170,32,0
171,512,0
172,32,0
173,512,0
174,32,0
175,512,0
176,32,0
177,512,0
178,32,0
179,512,0
180,32,0
181,512,0
182,32,0
183,512,0
184,32,0
185,512,0
186,32,0
187,512,0
188,32,0
189,512,0
190,32,0
191,512,0
192,32,0
193,512,0
194,32,0
195,512,0
196,32,0
197,512,0
198,32,0
199,512,0
200,32,0
201,512,0
202,32,0
203,512,0
204,32,0
205,512,0
206,32,0
207,512,0
208,32,0
209,512,0
210,32,0
211,512,0
212,32,0
213,512,0
214,32,0
215,512,0
216,32,0
217,512,0
218,32,0
219,512,0
220,32,0
221,512,0
222,32,0
223,512,0
