0,0,30,false,true,0,14
0,1,30,false,true,0,12
0,2,30,false,false,0,19
0,3,30,false,false,0,11
0,4,30,false,false,0,15
0,5,30,false,true,0,2
0,6,30,false,false,0,5
0,7,30,false,true,0,8
0,8,30,false,false,0,7
0,9,30,false,false,0,3
0,10,30,false,false,0,1
0,11,30,false,true,0,18
0,12,30,false,false,0,9
0,13,30,false,false,0,17
0,14,30,false,true,0,4
0,15,30,false,true,0,6
0,16,30,false,true,0,0
0,17,30,false,true,0,16
0,18,30,false,false,0,13
0,19,30,false,true,0,10
0,20,30,false,true,1,4000
0,21,30,false,false,1,4015
0,22,30,false,true,1,4002
0,23,30,false,false,1,4003
0,24,30,false,true,1,4006
0,25,30,false,true,1,4008
0,26,30,false,true,1,4012
0,27,30,false,false,1,4007
0,28,30,false,true,1,4004
0,29,30,false,true,1,4014
0,30,30,false,false,1,4011
0,31,30,false,true,1,4010
0,32,30,false,false,1,4019
0,33,30,false,false,1,4005
0,34,30,false,true,1,4018
0,35,30,false,false,1,4013
0,36,30,false,false,1,4001
0,37,30,false,false,1,4009
0,38,30,false,true,1,4016
0,39,30,false,false,1,4017
0,40,30,false,false,2,8011
0,41,30,false,true,2,8008
0,42,30,false,true,2,8012
0,43,30,false,false,2,8007
0,44,30,false,false,2,8017
0,45,30,false,true,2,8000
0,46,30,false,true,2,8010
0,47,30,false,true,2,8016
0,48,30,false,false,2,8013
0,49,30,false,false,2,8015
0,50,30,false,true,2,8018
0,51,30,false,false,2,8009
0,52,30,false,true,2,8004
0,53,30,false,true,2,8014
0,54,30,false,false,2,8005
0,55,30,false,false,2,8003
0,56,30,false,true,2,8002
0,57,30,false,false,2,8019
0,58,30,false,false,2,8001
0,59,30,false,true,2,8006
1,0,30,false,false,0,33
1,1,30,false,false,0,27
1,2,30,false,false,0,25
1,3,30,false,false,0,29
1,4,30,false,false,0,39
1,5,30,false,true,0,30
1,6,30,false,false,0,37
1,7,30,false,false,0,31
1,8,30,false,false,0,23
1,9,30,false,false,0,35
1,10,30,false,true,0,32
1,11,30,false,true,0,38
1,12,30,false,true,0,36
1,13,30,false,true,0,26
1,14,30,false,true,0,20
1,15,30,false,true,0,22
1,16,30,false,true,0,28
1,17,30,false,false,0,21
1,18,30,false,true,0,34
1,19,30,false,true,0,24
1,20,30,false,true,1,4022
1,21,30,false,false,1,4029
1,22,30,false,true,1,4032
1,23,30,false,false,1,4027
1,24,30,false,true,1,4038
1,25,30,false,false,1,4031
1,26,30,false,false,1,4023
1,27,30,false,true,1,4030
1,28,30,false,true,1,4020
1,29,30,false,false,1,4021
1,30,30,false,true,1,4034
1,31,30,false,false,1,4033
1,32,30,false,false,1,4035
1,33,30,false,false,1,4025
1,34,30,false,true,1,4026
1,35,30,false,true,1,4024
1,36,30,false,false,1,4039
1,37,30,false,true,1,4028
1,38,30,false,false,1,4037
1,39,30,false,true,1,4036
1,40,30,false,true,2,8024
1,41,30,false,true,2,8036
1,42,30,false,true,2,8022
1,43,30,false,false,2,8027
1,44,30,false,true,2,8038
1,45,30,false,true,2,8030
1,46,30,false,true,2,8026
1,47,30,false,true,2,8034
1,48,30,false,false,2,8023
1,49,30,false,false,2,8039
1,50,30,false,false,2,8037
1,51,30,false,true,2,8032
1,52,30,false,false,2,8033
1,53,30,false,false,2,8029
1,54,30,false,false,2,8031
1,55,30,false,false,2,8025
1,56,30,false,true,2,8028
1,57,30,false,false,2,8035
1,58,30,false,false,2,8021
1,59,30,false,true,2,8020
2,0,30,false,false,0,45
2,1,30,false,true,0,50
2,2,30,false,false,0,59
2,3,30,false,false,0,43
2,4,30,false,true,0,52
2,5,30,false,false,0,55
2,6,30,false,true,0,44
2,7,30,false,false,0,51
2,8,30,false,false,0,53
2,9,30,false,false,0,47
2,10,30,false,false,0,49
2,11,30,false,false,0,57
2,12,30,false,true,0,54
2,13,30,false,false,0,41
2,14,30,false,true,0,46
2,15,30,false,true,0,48
2,16,30,false,true,0,42
2,17,30,false,true,0,40
2,18,30,false,true,0,56
2,19,30,false,true,0,58
2,20,30,false,true,1,4040
2,21,30,false,true,1,4052
2,22,30,false,false,1,4049
2,23,30,false,false,1,4057
2,24,30,false,true,1,4056
2,25,30,false,true,1,4050
2,26,30,false,false,1,4051
2,27,30,false,false,1,4047
2,28,30,false,false,1,4041
2,29,30,false,true,1,4042
